"ALIAS","SYMBOL","GENENAME","REFSEQ","ENTREZID","STRING_id","GOSLIM_IDS","Bsub_168_cells_FLT_Rep1_BS-A1","Bsub_168_cells_FLT_Rep2_BS-A2","Bsub_168_cells_FLT_Rep3_BS-A3","Bsub_168_cells_FLT_Rep4_BS-A4","Bsub_168_cells_FLT_Rep5_BS-A5","Bsub_168_cells_FLT_Rep6_BS-C1","Bsub_168_cells_FLT_Rep7_BS-C2","Bsub_168_cells_FLT_Rep8_BS-C3","Bsub_168_cells_FLT_Rep9_BS-C4","Bsub_168_cells_GC_Rep1_BS-A1","Bsub_168_cells_GC_Rep2_BS-A2","Bsub_168_cells_GC_Rep3_BS-A3","Bsub_168_cells_GC_Rep4_BS-A4","Bsub_168_cells_GC_Rep5_BS-A5","Bsub_168_cells_GC_Rep6_BS-C1","Bsub_168_cells_GC_Rep7_BS-C2","Bsub_168_cells_GC_Rep8_BS-C3","Bsub_168_cells_GC_Rep9_BS-C4","Log2fc_(FLT)v(GC)","P.value_(FLT)v(GC)","Adj.p.value_(FLT)v(GC)","Log2fc_(GC)v(FLT)","P.value_(GC)v(FLT)","Adj.p.value_(GC)v(FLT)","All.mean","All.stdev","LRT.p.value","Group.Mean_(FLT)","Group.Mean_(GC)","Group.Stdev_(FLT)","Group.Stdev_(GC)"
"BSU21050","hupN","HU-related DNA-binding protein; phage SPbeta","NP_389988.1","939170",NA,"GO:0003676, GO:0003677, GO:0005488, GO:0097159, GO:1901363",27.2276489820812,40.6278744320756,20.4025111716609,24.6563459406063,86.6403417500868,77.8757838141131,40.7970109438259,20.1926190931092,32.9807311959541,144.025668087783,107.678643293044,87.5911236367306,91.1421143067204,129.123536079899,111.093377408029,100.517569939389,61.7143239888949,137.574524051401,-1.40872443253503,1.79346200037557e-07,1.45982531942335e-06,1.40872443253503,1.79346200037557e-07,1.45982531942335e-06,74.5478748953002,42.2076567674378,2.03489116213283e-06," 41.26676","107.82899","24.54768","26.28492"
"BSU21060","yonK","conserved protein of unknown function; phage SPbeta","NP_389989.1","939166","224308.Bsubs1_010100011601","",1,2.32183084098813,1,1,2.09765317632568,1.93859896819401,2.01975961664457,1,1,4.06572801291623,4.88390040643827,2.03078867897854,3.6786172456262,5.7440198938992,9.92134449786741,2.95214748656993,1.91958296319938,8.24162095890758,-3.04069371045635,0.000228251940106313,0.000906457032099333,3.04069371045635,0.000228251940106313,0.000906457032099333,3.15642181925306,2.57915571294575,0.000227459242110497,"1.486427","4.826417","0.585604","2.741838"
"BSU21070","yonJ","conserved protein of unknown function; phage SPbeta","NP_389990.2","939163","224308.Bsubs1_010100011606","",45.7040628508576,77.561698622408,71.4778940352573,42.4690766732276,78.9759082605343,100.260914839087,90.8578729823201,57.6115650488692,47.3415835154819,324.75672077609,205.383156389014,194.809982086334,193.697995248939,221.242656643452,188.564230041769,190.19880961142,146.398609137815,292.90583794875,-1.69242564396354,2.36073566229336e-19,1.27479725763841e-17,1.69242564396354,2.36073566229336e-19,1.27479725763841e-17,142.789920817313,87.1600159875291,5.0005567178054e-17," 68.02895","217.55089","20.82925","55.98020"
"BSU21080","yonI","conserved hypothetical protein; phage SPbeta","NP_389991.1","939164","224308.Bsubs1_010100011611","",175.889278538548,350.929087101496,283.900031274205,224.936521400744,323.841417586456,349.555075504054,204.13286070433,159.329967317403,218.305227336395,308.461242631124,272.385306679038,309.231621488648,273.155041455459,318.029547456843,395.86085373453,237.061484927021,218.138001918293,391.574032396357,-0.251965032714567,0.138626466996726,0.227515936197741,0.251965032714567,0.138626466996726,0.227515936197741,278.595366636164,70.5122860707957,0.22782740983683,"254.5355","302.6552","74.13207","61.37935"
"BSU21090","yonH","conserved protein of unknown function; phage SPbeta","NP_389992.1","939160","224308.Bsubs1_010100011616","",16.5467884845517,10.2424327264761,18.3627126985971,10.8676484481462,41.6314190060641,45.0299565699485,40.8140477118059,24.0293929643971,7.61897987885702,117.441856394194,80.4623042776343,90.6868988759615,83.0873042706539,88.3291939962764,81.3683048771113,73.1793738914857,60.8082891813683,137.502902247304,-1.95595228468157,1.9035783265047e-11,2.97846107058757e-10,1.95595228468157,1.9035783265047e-11,2.97846107058757e-10,57.1116559167129,39.0790493542261,6.93464590234744e-10,"23.90482","90.31849","14.80352","23.34599"
"BSU21100","yonG","conserved protein of unknown function; phage SPbeta","NP_389993.1","939165","224308.Bsubs1_010100011621","",15.5769396008278,10.2406628162913,8.14981231018901,19.7574993504668,11.9823049465194,30.9680831025044,19.3791345877761,7.71668392390548,9.82662674439909,30.6187499302339,31.0304809399608,22.6489000043022,30.4408733064065,30.4283932738809,16.8777889259111,17.579784990037,18.4841866727736,37.1514627001028,-0.848640576248248,0.00208492705937264,0.00644153131208876,0.848640576248248,0.00208492705937264,0.00644153131208876,20.4921315625827,9.27223809550416,0.0062460863213591,"14.84419","26.14007","7.544849","7.348310"
"BSU21110","yonF","putative P-loop ATPase; phage SPbeta","NP_389994.1","939161","224308.Bsubs1_010100011626","",34.0431189351767,30.0393195001603,60.2431952948198,65.1856460201078,49.3239785637312,58.1174176958838,59.2059752905209,64.3276915330201,47.3432346099628,122.534064569474,88.1706363990956,95.843534898872,124.109135502885,113.971352103244,84.3650919513765,77.0674788269044,104.990111023115,107.63472951939,-0.9801457619339,2.00219733273668e-10,2.68658478465395e-09,0.9801457619339,2.00219733273668e-10,2.68658478465395e-09,77.0286506798744,29.5712031484088,2.69927616889705e-09," 51.98106","102.07624","12.82915","16.79355"
"BSU21120","yonE","conserved protein of unknown function; phage SPbeta","NP_389995.1","939162","224308.Bsubs1_010100011631","",138.030303994941,163.358830323947,140.935750433162,122.454068326929,174.525889180075,236.96698922369,192.974575109689,158.360160273323,127.890581716137,387.052059837493,340.006621474325,279.344789151646,330.186426458241,297.191877266098,271.932835247803,232.130428052845,252.230599060886,395.917605251775,-0.940402798301445,3.75420085204857e-11,5.54120045762369e-10,0.940402798301445,3.75420085204857e-11,5.54120045762369e-10,235.638355021278,89.2520334576173,7.28839382507761e-10,"161.7219","309.5548","36.22215","57.63987"
"BSU21130","yonD","conserved protein of unknown function; phage SPbeta","NP_389996.1","939159","224308.Bsubs1_010100011636","",130.254958159017,268.959898590268,238.992373120064,186.63394775319,298.629036499256,351.209039493026,272.621799289419,287.894777388119,222.781486644059,618.889358957904,534.699705467677,529.854805576829,563.920086027785,605.723434150661,571.642791892741,436.931381318238,486.894796727613,731.196839419005,-1.17320815695324,1.40852685864978e-14,3.56397538862927e-13,1.17320815695324,1.40852685864978e-14,3.56397538862927e-13,407.651695359715,177.127796365438,6.8601490581325e-13,"250.8864","564.4170","65.31115","84.32183"
"BSU21140","yonC","conserved protein of unknown function; phage SPbeta","NP_389997.1","939157","224308.Bsubs1_010100011641","",69.9902470457782,102.663665720658,110.284074116717,59.223549502964,123.993899453212,136.830070438836,107.173934199881,133.418313220299,98.0806794698454,235.923497461763,205.45909793164,200.991972697145,219.597947617776,225.02109197747,187.538638924607,161.937467986325,176.74717527005,265.860269040238,-1.00367722477801,3.3786347520988e-11,5.00354337200451e-10,1.00367722477801,3.3786347520988e-11,5.00354337200451e-10,156.707532893067,60.6465259984262,6.5235843319484e-10,"104.6287","208.7864","26.42780","31.85696"
"BSU21150","yonB","conserved protein of unknown function; phage SPbeta","NP_389998.1","939155","224308.Bsubs1_010100011646","",104.983493329684,122.44634587911,117.440562178447,96.7666283705897,136.083401814538,192.040204225196,166.415342060578,161.240348083818,119.05792854156,321.696898521093,266.421585072225,310.270490751799,328.41425439778,352.244846014862,333.446674357841,277.001332441308,296.393762704684,376.062725896844,-1.2386487454072,3.79624497211814e-22,2.80162878942319e-20,1.2386487454072,3.79624497211814e-22,2.80162878942319e-20,226.579268035664,99.4714051636629,6.64688135746601e-20,"135.1638","317.9947","31.64818","34.95088"
"BSU21160","yonA","conserved protein of unknown function; phage SPbeta","NP_389999.1","939158","224308.Bsubs1_010100011651","",45.696147961907,43.2523770511616,55.1302693955189,47.3745063228983,83.3600059801553,73.1378304978595,97.9801350718641,63.3715928964896,55.0537471945324,141.95772159386,117.292397316868,139.13810649586,139.301803885502,115.855510152716,137.920340605305,100.492316479416,123.375044432015,161.012378252543,-1.06896399050324,6.61468171312996e-12,1.10527587266941e-10,1.06896399050324,6.61468171312996e-12,1.10527587266941e-10,96.7056795325817,39.2693093410721,1.28571494682612e-10," 62.70629","130.70507","18.70461","18.05957"
"BSU21170","yomZ","conserved protein of unknown function; phage SPbeta","NP_390000.1","939156","224308.Bsubs1_010100011656","",23.346618233159,18.1667379443561,20.4045412467326,15.7966954393268,22.9617938822612,32.8584636683132,23.4563838292048,38.4235993838249,21.9579855774384,93.9543365072322,64.0027852861341,59.759760832271,77.7399185653773,74.086960238733,44.6520879613101,61.4794449294144,45.1631119124339,82.3718786204668,-1.50246438674649,3.02429526213958e-14,7.29169429390582e-13,1.50246438674649,3.02429526213958e-14,7.29169429390582e-13,45.5879502254439,25.2908545309916,6.24570533789078e-13,"24.15254","67.02336"," 7.12848","16.57014"
"BSU21180","yomY","conserved protein of unknown function; phage SPbeta","NP_390001.1","939154","224308.Bsubs1_010100011661","",4.88527894222659,23.4584339852982,10.1902997991735,10.8539232193774,16.3706208332606,30.0686062669788,18.3454343129363,13.4754548802907,18.6429216439776,52.0831573036872,34.9502447645139,31.9251026322403,33.1321947995103,40.8587819471319,35.7106823487755,44.9079972733108,43.3134229265245,59.7985864564347,-1.43049088368129,5.57951001891649e-09,6.04060400091986e-08,1.43049088368129,5.57951001891649e-09,6.04060400091986e-08,29.0539524630916,15.5369179048175,5.67174001759308e-08,"16.25455","41.85335","7.547676","9.348437"
"BSU21190","yomX","conserved protein of unknown function; phage SPbeta","NP_390002.1","939153","224308.Bsubs1_010100011666","",30.1521569110355,27.4042793107732,38.7907180919748,33.571465320411,50.4185884095642,57.1987876164262,72.4681370598771,45.1388981903188,44.0267689868795,151.142219352388,72.6970887230356,130.892443320881,144.643799166716,138.643967782994,91.298033433336,107.311618350117,109.580834261798,130.255386335526,-1.44770641858507,9.33905727457671e-15,2.41832430478513e-13,1.44770641858507,9.33905727457671e-15,2.41832430478513e-13,81.9797328124473,43.7856818416073,3.67420077332792e-13," 44.3522","119.6073","14.27014","26.16798"
"BSU21200","yomW","conserved protein of unknown function; phage SPbeta","NP_390003.1","939150","224308.Bsubs1_010100011671","",39.8671093639547,18.164424626299,31.6401371986406,32.5769034778776,46.0241026446792,47.8399464294672,63.2735830424483,35.5440570094147,27.4760319205251,119.484420836592,55.2664191845621,105.119319626866,119.669291169998,94.9740107107199,97.2439674539372,83.9084617287882,92.0928858928017,132.078097353106,-1.41044214832217,1.20732862929886e-12,2.22752132105641e-11,1.41044214832217,1.20732862929886e-12,2.22752132105641e-11,69.0135094261488,36.6408498335486,2.98371481332798e-11,"38.04514","99.98187","13.15069","22.85044"
"BSU21210","yomV","conserved protein of unknown function; phage SPbeta","NP_390004.1","939149","224308.Bsubs1_010100011676","",58.3335814467495,41.9255345051305,70.4538378580719,40.483209899215,77.8741840896458,82.4845237348942,67.3650010220073,60.4912824004481,49.5440390299576,159.311408741494,112.415876870931,163.8813568708,146.425781238547,165.22525362544,145.877052134612,142.421365977706,105.901610968693,194.424954933694,-1.29251014934521,1.00062862405229e-16,3.78699448487482e-15,1.29251014934521,1.00062862405229e-16,3.78699448487482e-15,104.713325297113,49.7699997448874,5.42297659828519e-15," 60.99502","148.43163","14.99830","27.17325"
"BSU21220","yomU","conserved protein of unknown function; phage SPbeta","NP_390005.1","939146","224308.Bsubs1_010100011681","",87.4879955130795,68.3270269761208,64.3262146460966,40.4862531758585,100.93767168973,124.625203640735,114.334401174317,61.4504965925398,64.9914123028599,198.120637726715,138.566897608173,141.202027057741,153.560331657814,183.263800727646,105.195116869337,144.369269660507,127.06802056771,222.436317761745,-0.967215368275567,8.93898401545374e-07,6.37388425449745e-06,0.967215368275567,8.93898401545374e-07,6.37388425449745e-06,118.930505297151,50.5157477456597,7.32501556297804e-06," 80.77408","157.08694","27.77572","37.08593"
"BSU21229","youA","conserved protein of unknown function; phage SPbeta","YP_003097751.1","8302922","224308.Bsubs1_010100011686","",38.8972900764032,23.4441028482831,43.8972730130569,33.5697788986194,55.9090877013573,72.1876408942435,66.3409799437364,27.8672517261566,36.3034437498533,135.822779457286,58.1659860813024,99.9655036783718,97.3585664099589,106.367957432312,77.404689987135,62.4469524685186,72.7729877980175,142.009358507853,-1.11032413338917,1.38523332911696e-06,9.52455462939423e-06,1.11032413338917,1.38523332911696e-06,9.52455462939423e-06,69.4850905929147,35.1572716264326,1.09356844614006e-05,"44.26854","94.70164","16.99899","30.11459"
"BSU21230","yomT","hypothetical protein; phage SPbeta","NP_390006.1","939151","224308.Bsubs1_010100011691","",10.7120525549922,14.2132232177459,14.2740725038554,5.92474969962605,11.978223436286,18.8217039097305,19.3625392303902,7.71776085925538,7.61516448565676,34.7174750150102,24.287571851351,24.7088936531253,18.8532055799511,33.2643069989638,35.7054003126576,21.492678627309,20.3151627538355,48.0489630879649,-1.31348053744579,8.36863481747179e-07,5.9961674711594e-06,1.31348053744579,8.36863481747179e-07,5.9961674711594e-06,20.6673970987615,11.3323188602464,5.16178517652871e-06,"12.29105","29.04374","4.824188","9.578924"
"BSU21240","yomS","putative phage-related lytic exoenzyme; phage SPbeta","NP_390007.1","939152","224308.Bsubs1_010100011696","",18.487814799105,8.92369372117883,11.2126634051392,10.8626497162528,21.8630895047119,29.1139324207881,20.3927607730145,13.4746917877088,14.2358604828285,50.0324020459388,32.9901887498471,24.7099359203908,35.802245750053,35.1695201377403,25.8007787733687,30.2655803943777,29.5209022247115,48.0189899757764,-1.10811915039084,1.70714598809909e-06,1.14882103879981e-05,1.10811915039084,1.70714598809909e-06,1.14882103879981e-05,25.6043166990518,12.0544469589922,1.01351685009989e-05,"16.50746","34.70117","6.503782","8.960479"
"BSU21250","yomR","conserved protein of unknown function; phage SPbeta","NP_390008.1","939147","224308.Bsubs1_010100011701","",78.7461962623611,55.1212007503229,73.5207315435256,50.367948420509,69.0916381993398,86.2145589656313,81.6678632454919,48.0163845321117,41.8247283350674,184.836623784531,145.327442189399,144.295678244683,171.394986539571,145.296912973296,137.951660030498,109.252927148802,144.558120414552,200.725047017566,-1.2528754548119,7.94253347336054e-16,2.66435895606367e-14,1.2528754548119,7.94253347336054e-16,2.66435895606367e-14,109.345036033181,50.6698524059474,3.71000737026054e-14," 64.95236","153.73771","16.36834","27.45502"
"BSU21260","yomQ","putative tail phage assembly protein; phage SPbeta","NP_390009.1","939142","224308.Bsubs1_010100011706","",20.430736638252,16.8475977825349,18.3614503031128,11.8485553875503,11.9805151504195,28.1774148400145,22.4338275376794,14.4343142301586,13.1327463063776,38.7960241479881,32.9909379721328,48.4198202967233,33.1254134318961,29.4744490021296,37.7047410398495,24.4126563578645,40.5609747632974,52.5408614943,-1.13794401798077,7.52954246380197e-08,6.47394447178935e-07,1.13794401798077,7.52954246380197e-08,6.47394447178935e-07,27.5373909267934,12.5516549951673,5.27695717547969e-07,"17.51635","37.55843","5.465566","8.885994"
"BSU21270","yomP","conserved phage protein of unknown function; phage SPbeta","NP_390010.1","939148","224308.Bsubs1_010100011711","",6.82576399675591,2.32183084098813,3.04190024421331,4.93602431411434,3.19530635265136,1.93859896819401,4.05927884993371,4.83897427604079,3.20439179755764,17.3505494022199,6.8258506096574,10.2770981108069,18.8574483041747,8.59043183023872,2.98252099952609,5.88036871642482,12.9545785215919,18.1988497774055,-1.85808049731224,2.89973342413516e-05,0.000146910979428724,1.85808049731224,2.89973342413516e-05,0.000146910979428724,7.57109810624973,5.65210261900358,9.31068796724452e-05," 3.818008","11.324188","1.522108","5.820327"
"BSU21280","yomO","conserved protein of unknown function; phage SPbeta","NP_390011.1","939140","224308.Bsubs1_010100011716","",8.77339424227584,8.92208519412236,20.4053847807849,6.92058906888773,16.3740504347269,19.736151731893,22.4383333832801,14.433812562565,8.72214319199986,31.6425937879458,25.2263122797665,39.1427041196618,55.4274517446727,34.223062933366,38.7036492016078,22.4587327785498,28.6038257760161,48.0076219659589,-1.41047516955004,3.72657177690183e-08,3.41640990230255e-07,1.41047516955004,3.72657177690183e-08,3.41640990230255e-07,25.0089943987823,14.0309295299472,2.96278963612424e-07,"14.08066","35.93733"," 5.936961","10.694894"
"BSU21290","yomN","conserved protein of unknown function; phage SPbeta","NP_390012.1","939144","224308.Bsubs1_010100011721","",19.4606936794493,15.5251673829803,27.5539108921441,19.7442004814604,36.1393865685999,26.2977866964866,28.5610919985112,22.1106143930386,21.9585874041239,64.3305315603672,41.7068518636048,53.5746809219059,64.3536096454458,47.5105672394907,44.6534434557938,40.0181102318298,48.8442979176008,72.4232996662827,-1.16603103715134,1.26820492143948e-10,1.76037974675047e-09,1.16603103715134,1.26820492143948e-10,1.76037974675047e-09,38.5981573332842,17.3367176915542,1.31989691679942e-09,"24.15016","53.04615"," 6.16596","11.44549"
"BSU21300","yomM","putative integrase; phage SPbeta","NP_390013.1","939145","224308.Bsubs1_010100011726","GO:0003676, GO:0003677, GO:0005488, GO:0005622, GO:0006139, GO:0006259, GO:0006310, GO:0008152, GO:0044238",49.590329323056,20.8010895773327,47.9847444777201,55.300289426977,29.5541833803873,49.6967522649895,46.948582277168,44.1785576249535,41.8236812459929,101.090233486558,66.8713725406633,91.7193234578535,114.301584788478,68.4009633404894,86.3443194528093,85.8486116646253,116.948784210826,117.586148098191,-1.1465681588385,1.73938013812411e-11,2.76056460631311e-10,1.1465681588385,1.73938013812411e-11,2.76056460631311e-10,68.6105305910595,30.6243340028881,2.82760140406806e-10,"42.87536","94.34570","10.93292","19.57624"
"BSU21310","yozP","hypothetical protein; phage SPbeta","NP_390014.1","939141","224308.Bsubs1_010100011731","",23.3445925668082,27.4140265493195,24.4886132137865,28.6109478636134,47.117211626431,40.3638501218933,28.5563957042369,27.8688677489205,51.7348928966716,32.6676372686468,54.3230872720555,63.8825392100719,31.3416362084445,28.5247325043911,49.6068615467603,38.0712218895849,61.7198441517535,63.3954056921592,-0.514769038796162,0.0177742537545224,0.0411203738897727,0.514769038796162,0.0177742537545224,0.0411203738897727,40.1684646686416,14.1904587780182,0.0412949053023096,"33.27771","47.05922","10.40454","14.58833"
"BSU21320","yomL","conserved exported protein of unknown function; phage SPbeta","NP_390015.1","939143","224308.Bsubs1_010100011736","",547.123053607417,702.021874799303,890.618936757783,983.120099466815,866.380183345151,1266.37333625992,603.384102070006,2735.68468769254,2077.34457706013,3176.43414383902,2273.92434318431,4326.63044961894,1988.7954718885,3491.4845260453,3635.79533452464,2765.07345852326,3361.51444771182,3016.29628210138,-1.39406055530489,2.05232138278102e-07,1.63741965458637e-06,1.39406055530489,2.05232138278102e-07,1.63741965458637e-06,2150.44440602757,1217.96973456466,2.6398811587454e-06,"1185.783","3115.105","742.8732","711.8195"
"BSU21329","youB","conserved phage protein of unknown function; phage SPbeta","YP_003097752.1","8303116","224308.Bsubs1_010100002868","",15.5620110213638,24.7989415126243,27.5424510943123,16.7342378166849,38.3164452642547,44.1940518178694,20.3706954402889,80.662152867888,51.6910415449275,92.9817015488585,68.0270667710785,142.21510066081,72.4408873292307,111.050164845197,127.854369508585,61.5259712101458,128.80506020603,134.104677309289,-1.5783784251859,2.76869695648954e-08,2.6029278393494e-07,1.5783784251859,2.76869695648954e-08,2.6029278393494e-07,69.9376126538576,43.8263517853383,4.16856480531126e-07," 35.54134","104.33389","21.04068","31.25537"
"BSU21330","yomK","conserved protein of unknown function; phage SPbeta","NP_390016.1","939137","224308.Bsubs1_010100011746","",299.29286883139,255.841619588208,254.286479223822,122.354783958765,385.34249276332,587.498472102275,301.120019243156,285.991547736174,237.06642351139,70.4582396532468,47.519203635762,44.2969216747823,57.2139416448422,48.4604357490215,49.615519428427,45.8698425001811,65.4069899710995,77.844605865649,2.44978968075822,1.23152622236208e-28,2.47872641482695e-26,-2.44978968075822,1.23152622236208e-28,2.47872641482695e-26,179.748911504528,154.369247283359,2.67896943244192e-24,"303.19941"," 56.29841","127.28056"," 12.16811"
"BSU21340","yomJ","protein conferring self-immunity to the host; phage SPbeta","NP_390017.1","939133","224308.Bsubs1_010100011751","",1517.89920233649,1428.12927647507,1354.32327106625,861.709454609794,1896.48909851791,2343.491345698,1637.64487864452,1340.51603304853,1364.63403529147,882.441367055286,644.318530971106,598.918348670602,702.260554044322,633.216880544579,624.16378052726,509.145181965717,657.091220496706,873.231858863386,1.16733959999939,6.91089808446621e-14,1.57739467618641e-12,-1.16733959999939,6.91089808446621e-14,1.57739467618641e-12,1103.86801771261,526.161100248022,3.21826765267453e-12,"1527.204"," 680.532","412.1359","123.3308"
"BSU21350","cwlP","lytic transglycosylase; SPbeta phage protein","NP_390018.2","939138",NA,"GO:0003824, GO:0004175, GO:0004222, GO:0006508, GO:0006807, GO:0008152, GO:0008233, GO:0008237, GO:0016787, GO:0019538, GO:0043170, GO:0044238, GO:0070011, GO:0071704, GO:0140096, GO:1901564",1315.01022420411,1198.12788182721,1175.67725504597,930.37365848391,1361.79746359479,1361.3557890421,1309.19196777678,863.589435768204,905.846102625165,1483.8753314211,1350.04068904723,1147.37622973985,1317.67532348989,1112.70725164927,1158.2554976365,1108.8064631126,1155.05682090133,1609.42328489011,-0.1352042179934,0.245781608784086,0.357882592468245,0.1352042179934,0.245781608784086,0.357882592468245,1214.67703723645,196.067106890394,0.357679013741108,"1157.886","1271.469","204.4486","180.6483"
"BSU21360","yomH","conserved protein of unknown function; phage SPbeta","NP_390019.1","939139","224308.Bsubs1_010100011761","",18.4918072050878,37.9643328539784,24.491881468958,21.729617858977,31.7498949964388,63.750526995522,43.8827515327938,21.1502102954615,26.3756502452363,74.5376365012397,78.5042337632551,77.2863171843094,80.403376404381,60.8050026503184,96.2630731095147,46.8395183408249,66.3340795073312,113.075606243554,-1.28834355315433,1.78257790471577e-08,1.73478131034756e-07,1.28834355315433,1.78257790471577e-08,1.73478131034756e-07,54.6464176198434,28.4343611119435,2.11772902711917e-07,"32.17630","77.11654","14.48416","19.29404"
"BSU21370","yomG","putative DNA wielding protein; SPbeta phage","NP_390020.1","939135","224308.Bsubs1_010100011766","",303.253588033621,220.107951086924,275.768765280663,264.675666878092,278.866378467043,363.348443163796,370.670336426452,289.811076542334,252.583759192722,424.831566491123,448.451033942893,471.095249365752,429.197333754851,394.031337684667,381.115251781035,325.743284781611,451.938062722161,526.020760616944,-0.556411970081924,6.5874219595608e-07,4.77399417953113e-06,0.556411970081924,6.5874219595608e-07,4.77399417953113e-06,359.528324789594,87.4777899188783,5.00632627328628e-06,"291.0096","428.0471","49.12598","57.31109"
"BSU21380","yomF","conserved hypothetical protein; phage SPbeta","NP_390021.1","939134","224308.Bsubs1_010100011771","",29.1816148771245,40.603847246677,33.6845772389872,30.6152244320139,41.6341157164012,45.9540670817447,41.8415125268964,31.7049757629029,20.8595159342032,74.5370055563208,63.9699602020572,52.544893254925,46.5002464617615,49.4139618708059,70.4638353262894,40.01187183037,49.771025743498,79.6318114666434,-0.754301037986743,2.12338135515668e-05,0.00011140204550514,0.754301037986743,2.12338135515668e-05,0.00011140204550514,46.829114584979,16.3282305757981,0.000110224953097793,"35.11994","58.53829"," 7.966364","13.949906"
"BSU21390","yomE","putative glycosyl hydrolase; phage SPbeta","NP_390022.1","939136","224308.Bsubs1_010100011776","",30.1558522350746,31.3590352346253,44.9218023343891,19.7623491250069,80.0758648148216,74.0343506182936,56.1429500478261,37.4613455030107,40.7230313885388,121.51234001923,64.924192698341,72.1326994708332,79.5039712137912,86.4408031379605,72.4562966849727,71.2157720166142,76.4621820591466,134.743924937035,-0.924315006411645,8.45477501965946e-05,0.000381239753432302,0.924315006411645,8.45477501965946e-05,0.000381239753432302,66.3349313077506,30.1982240448758,0.000407860913701019,"46.07073","86.59913","20.32748","24.50950"
"BSU21400","yomD","conserved protein of unknown function; phage SPbeta","NP_390023.1","939131","224308.Bsubs1_010100011781","",7.80246263508994,8.92076255461504,8.14975336149938,10.8717629353598,8.68753807907509,22.5404586003108,16.3155801528193,10.5953034815582,13.1363790996096,44.9179175356585,39.7506852479958,33.9887340233909,34.0099649627712,30.428104703838,32.7549194952981,25.3824067725326,29.5264620977423,56.1325922666703,-1.68514828751308,2.78721052764804e-12,4.91703913005e-11,1.68514828751308,2.78721052764804e-12,4.91703913005e-11,24.1062104447686,14.5015632623143,2.20893824782924e-11,"11.89111","36.32131","4.835469","9.368905"
"BSU21410","blyA","bacteriophage SPbeta N-acetylmuramoyl-L-alanine amidase","NP_390024.1","939130","224308.Bsubs1_010100011791","GO:0000270, GO:0003824, GO:0006022, GO:0006807, GO:0008152, GO:0009056, GO:0009057, GO:0016787, GO:0016810, GO:0016811, GO:0030203, GO:0043170, GO:0071704, GO:1901135, GO:1901564, GO:1901565, GO:1901575",12.6618105429134,11.5603989675236,12.2355474563856,11.8605256783573,22.9649077697257,24.4112137047081,16.3164507979961,10.5952064011736,4.31007279605149,72.4924968807448,39.7466876067461,30.8961826801593,35.7930290351572,35.175371786722,27.7945371150634,40.9857009457703,45.171366622153,54.3212515981284,-1.65550113252024,1.89386683176282e-10,2.5567202228798e-09,1.65550113252024,1.89386683176282e-10,2.5567202228798e-09,28.2940421325266,17.8989780172475,2.28502750265264e-09,"14.10179","42.48629"," 6.274512","13.719662"
"BSU21420","bhlA","holin-like protein; bacteriophage SPbeta","NP_390025.1","939132","224308.Bsubs1_010100011796","",1,1,1,1.98462222774061,1,1.93819759429436,1,1,1,4.06539958453848,1.9705442966366,3.06162020989925,1,2.89779895212328,1,1.97592231601925,3.75911463913981,5.52465842980705,-2.5987156142398,0.00646096535218249,0.0172160488121523,2.5987156142398,0.00646096535218249,0.0172160488121523,2.00988212501104,1.34427769374289,0.0152092668173399,"1.213647","2.806118","0.4241008","1.4945599"
"BSU21430","bhlB","holin-like protein; bacteriophage SPbeta","NP_390026.1","939127","224308.Bsubs1_010100011801","",1.97135956597122,7.60500781485955,3.04233192120215,1,7.58757411553221,1.93759699898919,1,3.87892005370709,1,7.12981492161255,13.6086960033947,9.24673653289041,5.46263205083742,10.4904241554188,2.9835725865597,1.97569549614679,2.83977482851564,2.80905222108841,-1.2953019964936,0.0414788479877067,0.0855465015787449,1.2953019964936,0.0414788479877067,0.0855465015787449,4.75384384815144,3.70809711353659,0.0857953095784968,"3.224754","6.282933","2.663606","4.106478"
"BSU21440","bdbB","thiol-disulfide oxidoreductase B; bacteriophage SPbeta","NP_390027.1","939128","224308.Bsubs1_010100011806","",133.142769254297,166.052862427596,163.389315308822,96.702553203254,216.231795947459,303.61822122849,138.810212917776,143.015990117689,96.9709291845369,166.474041526853,155.094862043462,146.353951336769,158.042122690353,176.60361227138,195.462077713708,117.076331685251,149.136076933529,290.297339729502,-0.0930750365487438,0.65796208377011,0.746619214671871,0.0930750365487438,0.65796208377011,0.746619214671871,167.359725862263,55.849841283318,0.746604819140624,"161.9927","172.7267","64.45793","49.07825"
"BSU21450","sunS","sublancin glycosyltransferase; phage SPbeta","NP_390028.1","939123","224308.Bsubs1_010100011811","",125.39440215652,199.003204570722,244.098153470273,103.686872007678,376.60316276149,418.640720156516,162.336667479259,214.012786282886,128.991640141828,251.221429310747,232.502641415136,294.807829180901,339.112357310275,350.351258384942,380.099995126147,142.410956639228,358.055940866863,594.748497691141,-0.579450013530507,0.033904224130115,0.0721075429626078,0.579450013530507,0.033904224130115,0.0721075429626078,273.11547305292,127.740213819319,0.0730147870813509,"219.1964","327.0345","111.3109","125.4726"
