From	To	Species	Gene Name
NP_416784	1788617	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, chain I(nuoI)
NP_416784	985001150	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, chain I(nuoI)
NP_416784	937519487	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, chain I(nuoI)
NP_416783	732683841	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, membrane subunit J(nuoJ)
NP_416783	16130215	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, membrane subunit J(nuoJ)
NP_416783	999849791	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, membrane subunit J(nuoJ)
NP_416783	985001149	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, membrane subunit J(nuoJ)
NP_416783	937519488	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, membrane subunit J(nuoJ)
NP_416783	1788616	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, membrane subunit J(nuoJ)
NP_416782	16130214	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, membrane subunit K(nuoK)
NP_416782	732683842	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, membrane subunit K(nuoK)
NP_416782	999849792	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, membrane subunit K(nuoK)
NP_416782	985001148	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, membrane subunit K(nuoK)
NP_416782	937519489	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, membrane subunit K(nuoK)
NP_416782	1788615	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, membrane subunit K(nuoK)
NP_416781	999849793	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, membrane subunit L(nuoL)
NP_416781	985001147	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, membrane subunit L(nuoL)
NP_416781	732683843	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, membrane subunit L(nuoL)
NP_416781	937519490	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, membrane subunit L(nuoL)
NP_416781	16130213	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, membrane subunit L(nuoL)
NP_416781	1788614	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, membrane subunit L(nuoL)
NP_416780	937519491	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, membrane subunit M(nuoM)
NP_416780	985001146	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, membrane subunit M(nuoM)
NP_416780	16130212	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, membrane subunit M(nuoM)
NP_416780	732683844	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, membrane subunit M(nuoM)
NP_416780	999849794	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, membrane subunit M(nuoM)
NP_416780	1788613	Escherichia coli str. K-12 substr. MG1655	NADH:ubiquinone oxidoreductase, membrane subunit M(nuoM)
NP_417191	732683443	Escherichia coli str. K-12 substr. MG1655	NADH:flavorubredoxin oxidoreductase(norW)
NP_417191	1789065	Escherichia coli str. K-12 substr. MG1655	NADH:flavorubredoxin oxidoreductase(norW)
NP_417191	937519086	Escherichia coli str. K-12 substr. MG1655	NADH:flavorubredoxin oxidoreductase(norW)
NP_417191	882604	Escherichia coli str. K-12 substr. MG1655	NADH:flavorubredoxin oxidoreductase(norW)
NP_417191	16130618	Escherichia coli str. K-12 substr. MG1655	NADH:flavorubredoxin oxidoreductase(norW)
NP_417191	985001550	Escherichia coli str. K-12 substr. MG1655	NADH:flavorubredoxin oxidoreductase(norW)
NP_417191	999849391	Escherichia coli str. K-12 substr. MG1655	NADH:flavorubredoxin oxidoreductase(norW)
NP_415173	1786859	Escherichia coli str. K-12 substr. MG1655	DNA polymerase III, delta subunit(holA)
NP_415173	732685412	Escherichia coli str. K-12 substr. MG1655	DNA polymerase III, delta subunit(holA)
NP_415173	999847152	Escherichia coli str. K-12 substr. MG1655	DNA polymerase III, delta subunit(holA)
NP_415173	16128623	Escherichia coli str. K-12 substr. MG1655	DNA polymerase III, delta subunit(holA)
NP_415173	937521067	Escherichia coli str. K-12 substr. MG1655	DNA polymerase III, delta subunit(holA)
NP_415173	985003791	Escherichia coli str. K-12 substr. MG1655	DNA polymerase III, delta subunit(holA)
NP_417661	1789585	Escherichia coli str. K-12 substr. MG1655	ABC transporter maintaining OM lipid asymmetry, inner membrane permease protein(mlaE)
NP_417661	999848938	Escherichia coli str. K-12 substr. MG1655	ABC transporter maintaining OM lipid asymmetry, inner membrane permease protein(mlaE)
NP_417661	606132	Escherichia coli str. K-12 substr. MG1655	ABC transporter maintaining OM lipid asymmetry, inner membrane permease protein(mlaE)
NP_417661	937518631	Escherichia coli str. K-12 substr. MG1655	ABC transporter maintaining OM lipid asymmetry, inner membrane permease protein(mlaE)
NP_417661	985002003	Escherichia coli str. K-12 substr. MG1655	ABC transporter maintaining OM lipid asymmetry, inner membrane permease protein(mlaE)
NP_417661	732682991	Escherichia coli str. K-12 substr. MG1655	ABC transporter maintaining OM lipid asymmetry, inner membrane permease protein(mlaE)
NP_417661	16131084	Escherichia coli str. K-12 substr. MG1655	ABC transporter maintaining OM lipid asymmetry, inner membrane permease protein(mlaE)
NP_417662	999848937	Escherichia coli str. K-12 substr. MG1655	ABC transporter maintaining OM lipid asymmetry, ATP-binding protein(mlaF)
NP_417662	985002004	Escherichia coli str. K-12 substr. MG1655	ABC transporter maintaining OM lipid asymmetry, ATP-binding protein(mlaF)
NP_417662	606133	Escherichia coli str. K-12 substr. MG1655	ABC transporter maintaining OM lipid asymmetry, ATP-binding protein(mlaF)
NP_417662	1789586	Escherichia coli str. K-12 substr. MG1655	ABC transporter maintaining OM lipid asymmetry, ATP-binding protein(mlaF)
NP_417662	937518630	Escherichia coli str. K-12 substr. MG1655	ABC transporter maintaining OM lipid asymmetry, ATP-binding protein(mlaF)
NP_417662	16131085	Escherichia coli str. K-12 substr. MG1655	ABC transporter maintaining OM lipid asymmetry, ATP-binding protein(mlaF)
NP_417662	732682990	Escherichia coli str. K-12 substr. MG1655	ABC transporter maintaining OM lipid asymmetry, ATP-binding protein(mlaF)
NP_418632	937517648	Escherichia coli str. K-12 substr. MG1655	NAD(P)H:quinone oxidoreductase(qorB)
NP_418632	732686217	Escherichia coli str. K-12 substr. MG1655	NAD(P)H:quinone oxidoreductase(qorB)
NP_418632	999847959	Escherichia coli str. K-12 substr. MG1655	NAD(P)H:quinone oxidoreductase(qorB)
NP_418632	16132033	Escherichia coli str. K-12 substr. MG1655	NAD(P)H:quinone oxidoreductase(qorB)
NP_418632	985002980	Escherichia coli str. K-12 substr. MG1655	NAD(P)H:quinone oxidoreductase(qorB)
NP_418632	537052	Escherichia coli str. K-12 substr. MG1655	NAD(P)H:quinone oxidoreductase(qorB)
NP_418632	1790656	Escherichia coli str. K-12 substr. MG1655	NAD(P)H:quinone oxidoreductase(qorB)
NP_418757	1790794	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system protein(mdtM)
NP_418757	537178	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system protein(mdtM)
NP_418757	937517516	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system protein(mdtM)
NP_418757	999847827	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system protein(mdtM)
NP_418757	16132158	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system protein(mdtM)
NP_418757	732686084	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system protein(mdtM)
NP_418757	985003110	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system protein(mdtM)
NP_417669	606141	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, sigma 54 (sigma N) factor(rpoN)
NP_417669	16131092	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, sigma 54 (sigma N) factor(rpoN)
NP_417669	1789594	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, sigma 54 (sigma N) factor(rpoN)
NP_417669	732682983	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, sigma 54 (sigma N) factor(rpoN)
NP_417669	937518623	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, sigma 54 (sigma N) factor(rpoN)
NP_417669	985002011	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, sigma 54 (sigma N) factor(rpoN)
NP_417669	999848930	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, sigma 54 (sigma N) factor(rpoN)
NP_416848	732683776	Escherichia coli str. K-12 substr. MG1655	ABC transporter maintaining OM lipid asymmetry, OM lipoprotein component(mlaA)
NP_416848	999849727	Escherichia coli str. K-12 substr. MG1655	ABC transporter maintaining OM lipid asymmetry, OM lipoprotein component(mlaA)
NP_416848	985001213	Escherichia coli str. K-12 substr. MG1655	ABC transporter maintaining OM lipid asymmetry, OM lipoprotein component(mlaA)
NP_416848	16130279	Escherichia coli str. K-12 substr. MG1655	ABC transporter maintaining OM lipid asymmetry, OM lipoprotein component(mlaA)
NP_416848	937519423	Escherichia coli str. K-12 substr. MG1655	ABC transporter maintaining OM lipid asymmetry, OM lipoprotein component(mlaA)
NP_416848	1788688	Escherichia coli str. K-12 substr. MG1655	ABC transporter maintaining OM lipid asymmetry, OM lipoprotein component(mlaA)
NP_416459	16129896	Escherichia coli str. K-12 substr. MG1655	flagellar biosynthesis protein(fliQ)
NP_416459	937519801	Escherichia coli str. K-12 substr. MG1655	flagellar biosynthesis protein(fliQ)
NP_416459	999850104	Escherichia coli str. K-12 substr. MG1655	flagellar biosynthesis protein(fliQ)
NP_416459	732684156	Escherichia coli str. K-12 substr. MG1655	flagellar biosynthesis protein(fliQ)
NP_416459	1788260	Escherichia coli str. K-12 substr. MG1655	flagellar biosynthesis protein(fliQ)
NP_416459	985000837	Escherichia coli str. K-12 substr. MG1655	flagellar biosynthesis protein(fliQ)
NP_415524	16128970	Escherichia coli str. K-12 substr. MG1655	NAD(P)H:quinone oxidoreductase(wrbA)
NP_415524	937520726	Escherichia coli str. K-12 substr. MG1655	NAD(P)H:quinone oxidoreductase(wrbA)
NP_415524	999851023	Escherichia coli str. K-12 substr. MG1655	NAD(P)H:quinone oxidoreductase(wrbA)
NP_415524	1787239	Escherichia coli str. K-12 substr. MG1655	NAD(P)H:quinone oxidoreductase(wrbA)
NP_415524	985004134	Escherichia coli str. K-12 substr. MG1655	NAD(P)H:quinone oxidoreductase(wrbA)
NP_415524	732685068	Escherichia coli str. K-12 substr. MG1655	NAD(P)H:quinone oxidoreductase(wrbA)
NP_416458	16129895	Escherichia coli str. K-12 substr. MG1655	flagellar biosynthesis protein(fliP)
NP_416458	937519802	Escherichia coli str. K-12 substr. MG1655	flagellar biosynthesis protein(fliP)
NP_416458	1788259	Escherichia coli str. K-12 substr. MG1655	flagellar biosynthesis protein(fliP)
NP_416458	732684157	Escherichia coli str. K-12 substr. MG1655	flagellar biosynthesis protein(fliP)
NP_416458	985000836	Escherichia coli str. K-12 substr. MG1655	flagellar biosynthesis protein(fliP)
NP_416458	999850105	Escherichia coli str. K-12 substr. MG1655	flagellar biosynthesis protein(fliP)
NP_416579	937519691	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system, subunit B(mdtB)
NP_416579	16130015	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system, subunit B(mdtB)
NP_416579	732684043	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system, subunit B(mdtB)
NP_416579	999849994	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system, subunit B(mdtB)
NP_416579	985000947	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system, subunit B(mdtB)
NP_416579	1788390	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system, subunit B(mdtB)
NP_416457	732684158	Escherichia coli str. K-12 substr. MG1655	flagellar biosynthesis protein(fliO)
NP_416457	937519803	Escherichia coli str. K-12 substr. MG1655	flagellar biosynthesis protein(fliO)
NP_416457	87082005	Escherichia coli str. K-12 substr. MG1655	flagellar biosynthesis protein(fliO)
NP_416457	90111358	Escherichia coli str. K-12 substr. MG1655	flagellar biosynthesis protein(fliO)
NP_416457	985000835	Escherichia coli str. K-12 substr. MG1655	flagellar biosynthesis protein(fliO)
NP_416457	999850106	Escherichia coli str. K-12 substr. MG1655	flagellar biosynthesis protein(fliO)
NP_416578	937519692	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system, subunit A(mdtA)
NP_416578	87082036	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system, subunit A(mdtA)
NP_416578	90111381	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system, subunit A(mdtA)
NP_416578	999849995	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system, subunit A(mdtA)
NP_416578	985000946	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system, subunit A(mdtA)
NP_416578	732684044	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system, subunit A(mdtA)
NP_416456	937519804	Escherichia coli str. K-12 substr. MG1655	flagellar motor switching and energizing component(fliN)
NP_416456	732684159	Escherichia coli str. K-12 substr. MG1655	flagellar motor switching and energizing component(fliN)
NP_416456	985000834	Escherichia coli str. K-12 substr. MG1655	flagellar motor switching and energizing component(fliN)
NP_416456	1788256	Escherichia coli str. K-12 substr. MG1655	flagellar motor switching and energizing component(fliN)
NP_416456	16129893	Escherichia coli str. K-12 substr. MG1655	flagellar motor switching and energizing component(fliN)
NP_416456	999850107	Escherichia coli str. K-12 substr. MG1655	flagellar motor switching and energizing component(fliN)
NP_416455	937519805	Escherichia coli str. K-12 substr. MG1655	flagellar motor switching and energizing component(fliM)
NP_416455	985000833	Escherichia coli str. K-12 substr. MG1655	flagellar motor switching and energizing component(fliM)
NP_416455	732684160	Escherichia coli str. K-12 substr. MG1655	flagellar motor switching and energizing component(fliM)
NP_416455	1788255	Escherichia coli str. K-12 substr. MG1655	flagellar motor switching and energizing component(fliM)
NP_416455	16129892	Escherichia coli str. K-12 substr. MG1655	flagellar motor switching and energizing component(fliM)
NP_416455	999850108	Escherichia coli str. K-12 substr. MG1655	flagellar motor switching and energizing component(fliM)
NP_416213	16129654	Escherichia coli str. K-12 substr. MG1655	putative electron transfer flavoprotein, FAD-binding subunit(ydiR)
NP_416213	1787990	Escherichia coli str. K-12 substr. MG1655	putative electron transfer flavoprotein, FAD-binding subunit(ydiR)
NP_416213	985004814	Escherichia coli str. K-12 substr. MG1655	putative electron transfer flavoprotein, FAD-binding subunit(ydiR)
NP_416213	732684394	Escherichia coli str. K-12 substr. MG1655	putative electron transfer flavoprotein, FAD-binding subunit(ydiR)
NP_416213	937520046	Escherichia coli str. K-12 substr. MG1655	putative electron transfer flavoprotein, FAD-binding subunit(ydiR)
NP_416213	999850349	Escherichia coli str. K-12 substr. MG1655	putative electron transfer flavoprotein, FAD-binding subunit(ydiR)
NP_415003	999847319	Escherichia coli str. K-12 substr. MG1655	DNA polymerase III/DNA elongation factor III, tau and gamma subunits(dnaX)
NP_415003	16128454	Escherichia coli str. K-12 substr. MG1655	DNA polymerase III/DNA elongation factor III, tau and gamma subunits(dnaX)
NP_415003	985003623	Escherichia coli str. K-12 substr. MG1655	DNA polymerase III/DNA elongation factor III, tau and gamma subunits(dnaX)
NP_415003	1786676	Escherichia coli str. K-12 substr. MG1655	DNA polymerase III/DNA elongation factor III, tau and gamma subunits(dnaX)
NP_415003	732685580	Escherichia coli str. K-12 substr. MG1655	DNA polymerase III/DNA elongation factor III, tau and gamma subunits(dnaX)
NP_415003	937521234	Escherichia coli str. K-12 substr. MG1655	DNA polymerase III/DNA elongation factor III, tau and gamma subunits(dnaX)
NP_416454	1788254	Escherichia coli str. K-12 substr. MG1655	flagellar biosynthesis protein(fliL)
NP_416454	985000832	Escherichia coli str. K-12 substr. MG1655	flagellar biosynthesis protein(fliL)
NP_416454	937519806	Escherichia coli str. K-12 substr. MG1655	flagellar biosynthesis protein(fliL)
NP_416454	999850109	Escherichia coli str. K-12 substr. MG1655	flagellar biosynthesis protein(fliL)
NP_416454	732684161	Escherichia coli str. K-12 substr. MG1655	flagellar biosynthesis protein(fliL)
NP_416454	16129891	Escherichia coli str. K-12 substr. MG1655	flagellar biosynthesis protein(fliL)
NP_416212	2367123	Escherichia coli str. K-12 substr. MG1655	putative electron transfer flavoprotein subunit(ydiQ)
NP_416212	985004813	Escherichia coli str. K-12 substr. MG1655	putative electron transfer flavoprotein subunit(ydiQ)
NP_416212	16129653	Escherichia coli str. K-12 substr. MG1655	putative electron transfer flavoprotein subunit(ydiQ)
NP_416212	999850350	Escherichia coli str. K-12 substr. MG1655	putative electron transfer flavoprotein subunit(ydiQ)
NP_416212	732684395	Escherichia coli str. K-12 substr. MG1655	putative electron transfer flavoprotein subunit(ydiQ)
NP_416212	937520047	Escherichia coli str. K-12 substr. MG1655	putative electron transfer flavoprotein subunit(ydiQ)
NP_416453	985000831	Escherichia coli str. K-12 substr. MG1655	flagellar hook-length control protein(fliK)
NP_416453	1788253	Escherichia coli str. K-12 substr. MG1655	flagellar hook-length control protein(fliK)
NP_416453	937519807	Escherichia coli str. K-12 substr. MG1655	flagellar hook-length control protein(fliK)
NP_416453	999850110	Escherichia coli str. K-12 substr. MG1655	flagellar hook-length control protein(fliK)
NP_416453	732684162	Escherichia coli str. K-12 substr. MG1655	flagellar hook-length control protein(fliK)
NP_416453	16129890	Escherichia coli str. K-12 substr. MG1655	flagellar hook-length control protein(fliK)
NP_416057	16129498	Escherichia coli str. K-12 substr. MG1655	NADP-dependent 3-hydroxy acid dehydrogenase; malonic semialdehyde reductase(ydfG)
NP_416057	985004659	Escherichia coli str. K-12 substr. MG1655	NADP-dependent 3-hydroxy acid dehydrogenase; malonic semialdehyde reductase(ydfG)
NP_416057	732684548	Escherichia coli str. K-12 substr. MG1655	NADP-dependent 3-hydroxy acid dehydrogenase; malonic semialdehyde reductase(ydfG)
NP_416057	1787820	Escherichia coli str. K-12 substr. MG1655	NADP-dependent 3-hydroxy acid dehydrogenase; malonic semialdehyde reductase(ydfG)
NP_416057	937520199	Escherichia coli str. K-12 substr. MG1655	NADP-dependent 3-hydroxy acid dehydrogenase; malonic semialdehyde reductase(ydfG)
NP_416057	999850502	Escherichia coli str. K-12 substr. MG1655	NADP-dependent 3-hydroxy acid dehydrogenase; malonic semialdehyde reductase(ydfG)
NP_416452	1788252	Escherichia coli str. K-12 substr. MG1655	flagellar protein(fliJ)
NP_416452	16129889	Escherichia coli str. K-12 substr. MG1655	flagellar protein(fliJ)
NP_416452	999850111	Escherichia coli str. K-12 substr. MG1655	flagellar protein(fliJ)
NP_416452	985000830	Escherichia coli str. K-12 substr. MG1655	flagellar protein(fliJ)
NP_416452	732684163	Escherichia coli str. K-12 substr. MG1655	flagellar protein(fliJ)
NP_416452	937519808	Escherichia coli str. K-12 substr. MG1655	flagellar protein(fliJ)
NP_415363	1787065	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system protein(mdfA)
NP_415363	732685226	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system protein(mdfA)
NP_415363	985003974	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system protein(mdfA)
NP_415363	16128810	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system protein(mdfA)
NP_415363	937520884	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system protein(mdfA)
NP_415363	999851180	Escherichia coli str. K-12 substr. MG1655	multidrug efflux system protein(mdfA)
NP_416451	1788251	Escherichia coli str. K-12 substr. MG1655	flagellum-specific ATP synthase(fliI)
NP_416451	16129888	Escherichia coli str. K-12 substr. MG1655	flagellum-specific ATP synthase(fliI)
NP_416451	732684164	Escherichia coli str. K-12 substr. MG1655	flagellum-specific ATP synthase(fliI)
NP_416451	985000829	Escherichia coli str. K-12 substr. MG1655	flagellum-specific ATP synthase(fliI)
NP_416451	999850112	Escherichia coli str. K-12 substr. MG1655	flagellum-specific ATP synthase(fliI)
NP_416451	937519809	Escherichia coli str. K-12 substr. MG1655	flagellum-specific ATP synthase(fliI)
NP_416160	732684447	Escherichia coli str. K-12 substr. MG1655	DUF1656 family putative inner membrane efflux pump associated protein(ydhI)
NP_416160	16129601	Escherichia coli str. K-12 substr. MG1655	DUF1656 family putative inner membrane efflux pump associated protein(ydhI)
NP_416160	1787931	Escherichia coli str. K-12 substr. MG1655	DUF1656 family putative inner membrane efflux pump associated protein(ydhI)
NP_416160	999850401	Escherichia coli str. K-12 substr. MG1655	DUF1656 family putative inner membrane efflux pump associated protein(ydhI)
NP_416160	985004762	Escherichia coli str. K-12 substr. MG1655	DUF1656 family putative inner membrane efflux pump associated protein(ydhI)
NP_416160	937520098	Escherichia coli str. K-12 substr. MG1655	DUF1656 family putative inner membrane efflux pump associated protein(ydhI)
NP_418106	732686745	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, omega subunit(rpoZ)
NP_418106	16131520	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, omega subunit(rpoZ)
NP_418106	999848485	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, omega subunit(rpoZ)
NP_418106	1790081	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, omega subunit(rpoZ)
NP_418106	985002451	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, omega subunit(rpoZ)
NP_418106	937518176	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, omega subunit(rpoZ)
NP_417658	732682993	Escherichia coli str. K-12 substr. MG1655	ABC transporter maintaining OM lipid asymmetry, cytoplasmic STAS component(mlaB)
NP_417658	87082227	Escherichia coli str. K-12 substr. MG1655	ABC transporter maintaining OM lipid asymmetry, cytoplasmic STAS component(mlaB)
NP_417658	985002001	Escherichia coli str. K-12 substr. MG1655	ABC transporter maintaining OM lipid asymmetry, cytoplasmic STAS component(mlaB)
NP_417658	90111556	Escherichia coli str. K-12 substr. MG1655	ABC transporter maintaining OM lipid asymmetry, cytoplasmic STAS component(mlaB)
NP_417658	937518633	Escherichia coli str. K-12 substr. MG1655	ABC transporter maintaining OM lipid asymmetry, cytoplasmic STAS component(mlaB)
NP_417658	999848940	Escherichia coli str. K-12 substr. MG1655	ABC transporter maintaining OM lipid asymmetry, cytoplasmic STAS component(mlaB)
NP_417659	606130	Escherichia coli str. K-12 substr. MG1655	ABC transporter maintaining OM lipid asymmetry, periplasmic binding protein(mlaC)
NP_417659	732682992	Escherichia coli str. K-12 substr. MG1655	ABC transporter maintaining OM lipid asymmetry, periplasmic binding protein(mlaC)
NP_417659	1789583	Escherichia coli str. K-12 substr. MG1655	ABC transporter maintaining OM lipid asymmetry, periplasmic binding protein(mlaC)
NP_417659	999848939	Escherichia coli str. K-12 substr. MG1655	ABC transporter maintaining OM lipid asymmetry, periplasmic binding protein(mlaC)
NP_417659	937518632	Escherichia coli str. K-12 substr. MG1655	ABC transporter maintaining OM lipid asymmetry, periplasmic binding protein(mlaC)
NP_417659	985002002	Escherichia coli str. K-12 substr. MG1655	ABC transporter maintaining OM lipid asymmetry, periplasmic binding protein(mlaC)
NP_417659	16131082	Escherichia coli str. K-12 substr. MG1655	ABC transporter maintaining OM lipid asymmetry, periplasmic binding protein(mlaC)
NP_417539	16130963	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, sigma 70 (sigma D) factor(rpoD)
NP_417539	999849051	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, sigma 70 (sigma D) factor(rpoD)
NP_417539	937518745	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, sigma 70 (sigma D) factor(rpoD)
NP_417539	732683106	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, sigma 70 (sigma D) factor(rpoD)
NP_417539	882590	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, sigma 70 (sigma D) factor(rpoD)
NP_417539	985001890	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, sigma 70 (sigma D) factor(rpoD)
NP_417539	1789448	Escherichia coli str. K-12 substr. MG1655	RNA polymerase, sigma 70 (sigma D) factor(rpoD)
NP_416449	16129886	Escherichia coli str. K-12 substr. MG1655	flagellar motor switching and energizing component(fliG)
NP_416449	937519811	Escherichia coli str. K-12 substr. MG1655	flagellar motor switching and energizing component(fliG)
NP_416449	999850114	Escherichia coli str. K-12 substr. MG1655	flagellar motor switching and energizing component(fliG)
NP_416449	1788249	Escherichia coli str. K-12 substr. MG1655	flagellar motor switching and energizing component(fliG)
NP_416449	732684166	Escherichia coli str. K-12 substr. MG1655	flagellar motor switching and energizing component(fliG)
NP_416449	985000827	Escherichia coli str. K-12 substr. MG1655	flagellar motor switching and energizing component(fliG)
NP_416448	16129885	Escherichia coli str. K-12 substr. MG1655	flagellar basal-body MS-ring and collar protein(fliF)
NP_416448	937519812	Escherichia coli str. K-12 substr. MG1655	flagellar basal-body MS-ring and collar protein(fliF)
NP_416448	999850115	Escherichia coli str. K-12 substr. MG1655	flagellar basal-body MS-ring and collar protein(fliF)
NP_416448	1788248	Escherichia coli str. K-12 substr. MG1655	flagellar basal-body MS-ring and collar protein(fliF)
NP_416448	732684167	Escherichia coli str. K-12 substr. MG1655	flagellar basal-body MS-ring and collar protein(fliF)
NP_416448	985000826	Escherichia coli str. K-12 substr. MG1655	flagellar basal-body MS-ring and collar protein(fliF)
NP_416447	16129884	Escherichia coli str. K-12 substr. MG1655	flagellar basal-body component(fliE)
NP_416447	1788247	Escherichia coli str. K-12 substr. MG1655	flagellar basal-body component(fliE)
NP_416447	937519813	Escherichia coli str. K-12 substr. MG1655	flagellar basal-body component(fliE)
NP_416447	732684168	Escherichia coli str. K-12 substr. MG1655	flagellar basal-body component(fliE)
NP_416447	985000825	Escherichia coli str. K-12 substr. MG1655	flagellar basal-body component(fliE)
NP_416447	999850116	Escherichia coli str. K-12 substr. MG1655	flagellar basal-body component(fliE)
NP_415599	732684995	Escherichia coli str. K-12 substr. MG1655	flagellar rod assembly protein and murein hydrolase; flagellum-specific muramidase(flgJ)
NP_415599	985004206	Escherichia coli str. K-12 substr. MG1655	flagellar rod assembly protein and murein hydrolase; flagellum-specific muramidase(flgJ)
NP_415599	1787321	Escherichia coli str. K-12 substr. MG1655	flagellar rod assembly protein and murein hydrolase; flagellum-specific muramidase(flgJ)
NP_415599	937520654	Escherichia coli str. K-12 substr. MG1655	flagellar rod assembly protein and murein hydrolase; flagellum-specific muramidase(flgJ)
NP_415599	16129044	Escherichia coli str. K-12 substr. MG1655	flagellar rod assembly protein and murein hydrolase; flagellum-specific muramidase(flgJ)
NP_415599	999850952	Escherichia coli str. K-12 substr. MG1655	flagellar rod assembly protein and murein hydrolase; flagellum-specific muramidase(flgJ)
NP_415598	732684996	Escherichia coli str. K-12 substr. MG1655	putative flagellar basal body protein(flgI)
NP_415598	1787320	Escherichia coli str. K-12 substr. MG1655	putative flagellar basal body protein(flgI)
NP_415598	937520655	Escherichia coli str. K-12 substr. MG1655	putative flagellar basal body protein(flgI)
NP_415598	985004205	Escherichia coli str. K-12 substr. MG1655	putative flagellar basal body protein(flgI)
NP_415598	49176076	Escherichia coli str. K-12 substr. MG1655	putative flagellar basal body protein(flgI)
NP_415598	999850953	Escherichia coli str. K-12 substr. MG1655	putative flagellar basal body protein(flgI)
NP_415597	732684997	Escherichia coli str. K-12 substr. MG1655	flagellar protein of basal-body outer-membrane L ring(flgH)
